,test_type,sql_query,sql_result,llm_user_query,llm_sql_query,llm_result,correct_result
96,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""United New Mexico Bank at Rio Rancho""",1991-07-24 00:00:00,What was the last update for United New Mexico Bank at Rio Rancho?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""United New Mexico Bank at Rio Rancho""",1991-07-24 00:00:00,1
97,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""United New Mexico Bank at Rio Rancho"" ",56352,What is the maximum total assets United New Mexico Bank at Rio Rancho ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
98,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Capitol Bank & Trust""",1990-10-04 00:00:00,What was the last update for Capitol Bank & Trust?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Capitol Bank & Trust""",1990-10-04 00:00:00,1
99,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Capitol Bank & Trust"" ",33095,What is the maximum total assets Capitol Bank & Trust ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Capitol Bank & Trust""",33095,1
100,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Washington Bank""",1990-10-04 00:00:00,What was the last update for The Washington Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Washington Bank"" LIMIT 1",1990-10-04 00:00:00,1
101,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Washington Bank"" ",28113,What is the maximum total assets The Washington Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
102,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Dutton State Bank""",2017-12-13 00:00:00,What was the last update for Dutton State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Dutton State Bank""",2017-12-13 00:00:00,1
103,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Dutton State Bank"" ",56068,What is the maximum total assets Dutton State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
104,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Atlantic Bank of South Jacksonville""",1990-10-04 00:00:00,What was the last update for Atlantic Bank of South Jacksonville?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Atlantic Bank of South Jacksonville""",1990-10-04 00:00:00,1
105,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Atlantic Bank of South Jacksonville"" ",,What is the maximum total assets Atlantic Bank of South Jacksonville ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
106,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Union Bank""",1997-05-06 00:00:00,What was the last update for The Union Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Union Bank"" LIMIT 1",1997-05-06 00:00:00,1
107,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Union Bank"" ",266658,What is the maximum total assets The Union Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
108,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Sheridan Bank and Trust Company""",1990-10-04 00:00:00,What was the last update for The Sheridan Bank and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Sheridan Bank and Trust Company"" LIMIT 1",1990-10-04 00:00:00,1
109,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Sheridan Bank and Trust Company"" ",,What is the maximum total assets The Sheridan Bank and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""The Sheridan Bank and Trust Company""",,1
110,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Central Oregon""",1990-10-04 00:00:00,What was the last update for Bank of Central Oregon?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Central Oregon""",1990-10-04 00:00:00,1
111,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Central Oregon"" ",,What is the maximum total assets Bank of Central Oregon ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
112,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Hawaii National Bank""",2022-08-31 00:00:00,What was the last update for Hawaii National Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Hawaii National Bank' LIMIT 1",2022-08-31 00:00:00,1
113,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Hawaii National Bank"" ",784221,What is the maximum total assets Hawaii National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
114,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Southside Bank""",2022-08-31 00:00:00,What was the last update for Southside Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Southside Bank' LIMIT 1;",2022-08-31 00:00:00,1
115,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Southside Bank"" ",7968093,What is the maximum total assets Southside Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Southside Bank""",7968093,1
116,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Louisiana Bank & Trust Company, Crowley, Louisiana""",1990-10-04 00:00:00,"What was the last update for Louisiana Bank & Trust Company, Crowley, Louisiana?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Louisiana Bank & Trust Company"" AND dw_financial_institution_profiles.city = ""Crowley"" AND dw_financial_institution_profiles.state = ""Louisiana""",,0
117,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Louisiana Bank & Trust Company, Crowley, Louisiana"" ",18489,"What is the maximum total assets Louisiana Bank & Trust Company, Crowley, Louisiana ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Louisiana Bank & Trust Company"" AND city = ""Crowley"" AND state = ""Louisiana""",,0
118,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Coles County National Bank of Charleston""",1997-07-02 00:00:00,What was the last update for Coles County National Bank of Charleston?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Coles County National Bank of Charleston"" LIMIT 1",1997-07-02 00:00:00,1
119,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Coles County National Bank of Charleston"" ",,What is the maximum total assets Coles County National Bank of Charleston ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
120,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""SUNWEST Bank of Roswell, National Association""",1997-09-02 00:00:00,"What was the last update for SUNWEST Bank of Roswell, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""SUNWEST Bank of Roswell, National Association""",1997-09-02 00:00:00,1
121,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""SUNWEST Bank of Roswell, National Association"" ",174855,"What is the maximum total assets SUNWEST Bank of Roswell, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
122,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First State Bank""",1999-05-05 00:00:00,What was the last update for First State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'First State Bank' LIMIT 1",1999-05-05 00:00:00,1
123,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First State Bank"" ",1900083,What is the maximum total assets First State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
124,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Powell State Bank""",2022-08-31 00:00:00,What was the last update for Powell State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE institution_name = 'Powell State Bank'",2022-08-31 00:00:00,1
125,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Powell State Bank"" ",33079,What is the maximum total assets Powell State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
126,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Key Bank of Wyoming - Corner - Midwest and Wolcott, Casper, Wyoming 8260""",1994-08-24 00:00:00,"What was the last update for Key Bank of Wyoming - Corner - Midwest and Wolcott, Casper, Wyoming 8260?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Key Bank of Wyoming - Corner - Midwest and Wolcott"" AND dw_financial_institution_profiles.city = ""Casper"" AND dw_financial_institution_profiles.state = ""Wyoming"" AND dw_financial_institution_profiles.web_domain = ""8260""",,0
127,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Key Bank of Wyoming - Corner - Midwest and Wolcott, Casper, Wyoming 8260"" ",279310,"What is the maximum total assets Key Bank of Wyoming - Corner - Midwest and Wolcott, Casper, Wyoming 8260 ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE dw_financial_institution_profiles.institution_name = ""Key Bank of Wyoming - Corner - Midwest and Wolcott"" AND dw_financial_institution_profiles.city = ""Casper"" AND dw_financial_institution_profiles.state = ""Wyoming"" AND dw_financial_institution_profiles.web_domain = ""8260""",,0
128,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Norwest Bank Monticello""",1994-03-14 00:00:00,What was the last update for Norwest Bank Monticello?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Norwest Bank Monticello""",1994-03-14 00:00:00,1
129,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Norwest Bank Monticello"" ",114000,What is the maximum total assets Norwest Bank Monticello ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
130,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""La Porte State Bank""",1999-05-05 00:00:00,What was the last update for La Porte State Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""La Porte State Bank""",1999-05-05 00:00:00,1
131,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""La Porte State Bank"" ",34826,What is the maximum total assets La Porte State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
132,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Lincoln Bank""",1990-10-04 00:00:00,What was the last update for Lincoln Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Lincoln Bank' LIMIT 1",1990-10-04 00:00:00,1
133,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Lincoln Bank"" ",907144,What is the maximum total assets Lincoln Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
134,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Godfrey State Bank""",1993-06-03 00:00:00,What was the last update for Godfrey State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Godfrey State Bank""",1993-06-03 00:00:00,1
135,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Godfrey State Bank"" ",28570,What is the maximum total assets Godfrey State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
136,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Texas American Bank/Galleria, National Association""",1990-10-04 00:00:00,"What was the last update for Texas American Bank/Galleria, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Texas American Bank/Galleria, National Association""",1990-10-04 00:00:00,1
137,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Texas American Bank/Galleria, National Association"" ",289594,"What is the maximum total assets Texas American Bank/Galleria, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE dw_financial_institution_profiles.institution_name = ""Texas American Bank/Galleria, National Association""",289594,1
138,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First National Bank of Niles""",1996-03-08 00:00:00,What was the last update for First National Bank of Niles?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First National Bank of Niles""",1996-03-08 00:00:00,1
139,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First National Bank of Niles"" ",267937,What is the maximum total assets First National Bank of Niles ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
140,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Center State Bank""",1999-05-05 00:00:00,What was the last update for Center State Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Center State Bank' LIMIT 1",1999-05-05 00:00:00,1
141,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Center State Bank"" ",77103,What is the maximum total assets Center State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
142,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Security Bank of Three Forks""",2001-02-02 00:00:00,What was the last update for Security Bank of Three Forks?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Security Bank of Three Forks""",2001-02-02 00:00:00,1
143,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Security Bank of Three Forks"" ",17950,What is the maximum total assets Security Bank of Three Forks ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_3""",1699404,0
144,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Peoples Bank & Trust Company of St. Bernard""",1995-10-24 00:00:00,What was the last update for Peoples Bank & Trust Company of St. Bernard?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Peoples Bank & Trust Company of St. Bernard""",1995-10-24 00:00:00,1
145,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Peoples Bank & Trust Company of St. Bernard"" ",172424,What is the maximum total assets Peoples Bank & Trust Company of St. Bernard ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Peoples Bank & Trust Company of St. Bernard""",172424,1
146,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Hallandale and Trust Company""",1990-10-04 00:00:00,What was the last update for Bank of Hallandale and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Hallandale and Trust Company""",1990-10-04 00:00:00,1
147,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Hallandale and Trust Company"" ",293365,What is the maximum total assets Bank of Hallandale and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Bank of Hallandale and Trust Company""",293365,1
148,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First RepublicBank South Fort Worth""",1990-10-04 00:00:00,What was the last update for First RepublicBank South Fort Worth?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First RepublicBank South Fort Worth""",1990-10-04 00:00:00,1
149,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First RepublicBank South Fort Worth"" ",103607,What is the maximum total assets First RepublicBank South Fort Worth ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
150,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Ossian State Bank""",2021-06-29 00:00:00,What was the last update for Ossian State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Ossian State Bank""",2021-06-29 00:00:00,1
151,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Ossian State Bank"" ",130304,What is the maximum total assets Ossian State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
152,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Marquette Bank Coon Rapids""",1995-02-24 00:00:00,What was the last update for Marquette Bank Coon Rapids?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Marquette Bank Coon Rapids' LIMIT 1",1995-02-24 00:00:00,1
153,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Marquette Bank Coon Rapids"" ",71924,What is the maximum total assets Marquette Bank Coon Rapids ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
154,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Birmingham Bloomfield Bank""",1997-07-02 00:00:00,What was the last update for Birmingham Bloomfield Bank?,"SELECT ""last_update"" FROM dw_financial_institution_money WHERE ""inst_id"" = 'b_6370' LIMIT 1",2022-12-23 00:00:00,0
155,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Birmingham Bloomfield Bank"" ",,What is the maximum total assets Birmingham Bloomfield Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
156,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Coolidge Bank and Trust Company""",1991-10-31 00:00:00,What was the last update for Coolidge Bank and Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Coolidge Bank and Trust Company""",1991-10-31 00:00:00,1
157,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Coolidge Bank and Trust Company"" ",321204,What is the maximum total assets Coolidge Bank and Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""Coolidge Bank and Trust Company""",321204,1
158,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""BancTEXAS Richardson National Association""",1990-10-04 00:00:00,What was the last update for BancTEXAS Richardson National Association?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""BancTEXAS Richardson National Association""",1990-10-04 00:00:00,1
159,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""BancTEXAS Richardson National Association"" ",80985,What is the maximum total assets BancTEXAS Richardson National Association ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
160,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Affiliated National Bank - Arapahoe""",1992-01-31 00:00:00,What was the last update for Affiliated National Bank - Arapahoe?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Affiliated National Bank - Arapahoe""",1992-01-31 00:00:00,1
161,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Affiliated National Bank - Arapahoe"" ",89083,What is the maximum total assets Affiliated National Bank - Arapahoe ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
162,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Southeast National Bank of Dunedin""",1990-10-04 00:00:00,What was the last update for Southeast National Bank of Dunedin?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Southeast National Bank of Dunedin"" LIMIT 1",1990-10-04 00:00:00,1
163,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Southeast National Bank of Dunedin"" ",,What is the maximum total assets Southeast National Bank of Dunedin ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
164,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Elmwood""",2009-10-26 00:00:00,What was the last update for Bank of Elmwood?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Elmwood""",2009-10-26 00:00:00,1
165,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Elmwood"" ",327444,What is the maximum total assets Bank of Elmwood ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
166,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Sun First National Bank of Lake Wales""",1990-10-04 00:00:00,What was the last update for Sun First National Bank of Lake Wales?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Sun First National Bank of Lake Wales""",1990-10-04 00:00:00,1
167,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Sun First National Bank of Lake Wales"" ",,What is the maximum total assets Sun First National Bank of Lake Wales ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
168,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Community Bank of Pinellas""",1990-10-04 00:00:00,What was the last update for Community Bank of Pinellas?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Community Bank of Pinellas""",1990-10-04 00:00:00,1
